Date,Title,URL,Commodity,Entry_Type,Announcement_Type,Hedging_Percentage,Speculative_Percentage,Effective_Date,Adjustment_Type,Operation_Type,Operation_Description,Affected_Parties,Source_Sentence,Parsing_Method,Confidence,Scraped_At,Interest_Score,Interest_Details,Detected_Commodities,Batch_Number
2025-03-17,"Announcement on Restoring the Qualification of Designated Inspection Agency for Nonferrous Futures Products of China Certification and Inspection Group Co., Ltd.",https://www.shfe.com.cn/publicnotice/notice/202503/t20250317_824819.html,tin,operational_data,other,,,2025-03-17,restored_to_original,quality_change,"China Certification & Inspection Group Inspection Co., Ltd. resumes its qualification as a designated inspection agency for tin futures.","China Certification & Inspection Group Inspection Co., Ltd.","Agree to China Certification & Inspection Group Inspection Co., Ltd. to resume its qualification as a designated inspection agency for copper, aluminum, lead, zinc, nickel and tin futures products in ",Gemini_Enhanced,high,2025-06-26T07:45:28.977401,3,general_commodities:1; recent_year:2025,,5
2025-03-14,"Announcement on the approval of Wuchan Zhongda Chemical Group Co., Ltd. to become a bleached kraft softwood pulp plant",https://www.shfe.com.cn/publicnotice/notice/202503/t20250314_824809.html,pulp,operational_data,warehouse_operations,,,2025-03-14,increased,warehouse_capacity,"Wuchan Zhongda Chemical Group Co., Ltd. approved as a bleached kraft softwood pulp plant with an approved storage capacity of 10,000 tons and an activated storage capacity of 10,000 tons.","Wuchan Zhongda Chemical Group Co., Ltd.","Agree that Wuchan Zhongda Chemical Group Co., Ltd. will become our bleached kraft softwood pulp plant.",Gemini_Enhanced,high,2025-06-26T07:45:37.715981,3,general_commodities:1; recent_year:2025,,5
2025-03-14,Announcement on the Release of the Shanghai Futures Exchange Rebar Futures Business Rules (Revised Version) and Other Business Rules,https://www.shfe.com.cn/publicnotice/notice/202503/t20250314_824805.html,rebar,operational_data,contract_modification,,,2025-04-14,adjusted_to,contract_modification,"Release of the ""Shanghai Futures Exchange Rebar Futures Business Rules (Revised Edition)""",,"The ""Shanghai Futures Exchange Rebar Futures Business Rules (Revised Edition)"", ""Shanghai Futures Exchange Hot-rolled Coil Futures Business Rules (Revised Edition)"", ""Shanghai Futures Exchange Wire Ro",Gemini_Enhanced,high,2025-06-26T07:45:51.677775,7,general_commodities:2; official_exchange_announcement; recent_year:2025,,5
2025-03-14,Announcement on the Release of the Shanghai Futures Exchange Rebar Futures Business Rules (Revised Version) and Other Business Rules,https://www.shfe.com.cn/publicnotice/notice/202503/t20250314_824805.html,hot-rolled coil,operational_data,contract_modification,,,2025-04-14,adjusted_to,contract_modification,"Release of the ""Shanghai Futures Exchange Hot-rolled Coil Futures Business Rules (Revised Edition)""",,"The ""Shanghai Futures Exchange Rebar Futures Business Rules (Revised Edition)"", ""Shanghai Futures Exchange Hot-rolled Coil Futures Business Rules (Revised Edition)"", ""Shanghai Futures Exchange Wire Ro",Gemini_Enhanced,high,2025-06-26T07:45:51.677796,7,general_commodities:2; official_exchange_announcement; recent_year:2025,,5
2025-03-14,Announcement on the Release of the Shanghai Futures Exchange Rebar Futures Business Rules (Revised Version) and Other Business Rules,https://www.shfe.com.cn/publicnotice/notice/202503/t20250314_824805.html,wire rod,operational_data,contract_modification,,,2025-04-14,adjusted_to,contract_modification,"Release of the ""Shanghai Futures Exchange Wire Rod Futures Business Rules (Revised Edition)""",,"The ""Shanghai Futures Exchange Rebar Futures Business Rules (Revised Edition)"", ""Shanghai Futures Exchange Hot-rolled Coil Futures Business Rules (Revised Edition)"", ""Shanghai Futures Exchange Wire Ro",Gemini_Enhanced,high,2025-06-26T07:45:51.677805,7,general_commodities:2; official_exchange_announcement; recent_year:2025,,5
2025-03-14,Announcement on the Release of the Shanghai Futures Exchange Rebar Futures Business Rules (Revised Version) and Other Business Rules,https://www.shfe.com.cn/publicnotice/notice/202503/t20250314_824805.html,stainless steel,operational_data,contract_modification,,,2025-04-14,adjusted_to,contract_modification,"Release of the ""Shanghai Futures Exchange Stainless Steel Futures Business Rules (Revised Edition)""",,"The ""Shanghai Futures Exchange Rebar Futures Business Rules (Revised Edition)"", ""Shanghai Futures Exchange Hot-rolled Coil Futures Business Rules (Revised Edition)"", ""Shanghai Futures Exchange Wire Ro",Gemini_Enhanced,high,2025-06-26T07:45:51.677812,7,general_commodities:2; official_exchange_announcement; recent_year:2025,,5
2025-03-13,"Announcement on Approval of Change of Registered Company Name of Jinchuan Group Co., Ltd. and Shanxi Zhaofeng Aluminum Co., Ltd.",https://www.shfe.com.cn/publicnotice/notice/202503/t20250313_824753.html,nickel,operational_data,other,,,2025-03-13,adjusted_to,quality_change,"Agree to change the registered name of Jinchuan Group Co., Ltd. in our institute to ""Jinchuan Group Nickel and Cobalt Co., Ltd.""; agree to change the product logo of ""Jintuo"" brand electrolytic nickel","Jinchuan Group Nickel and Cobalt Co., Ltd.","Agree to change the registered name of Jinchuan Group Co., Ltd. in our institute to ""Jinchuan Group Nickel and Cobalt Co., Ltd.""; agree to change the product logo of ""Jintuo"" brand electrolytic nickel",Gemini_Enhanced,high,2025-06-26T07:46:09.703969,3,general_commodities:1; recent_year:2025,,5
2025-03-13,"Announcement on Approval of Change of Registered Company Name of Jinchuan Group Co., Ltd. and Shanxi Zhaofeng Aluminum Co., Ltd.",https://www.shfe.com.cn/publicnotice/notice/202503/t20250313_824753.html,aluminum,operational_data,other,,,2025-03-13,adjusted_to,quality_change,"agree to change the registered name of Shanxi Zhaofeng Aluminum Co., Ltd. in our institute to ""Shanxi Zhaofeng Aluminum and Electricity Co., Ltd."" Agree to change the product logo of "" ZF "" brand alum","Shanxi Zhaofeng Aluminum and Electricity Co., Ltd.","agree to change the registered name of Shanxi Zhaofeng Aluminum Co., Ltd. in our institute to ""Shanxi Zhaofeng Aluminum and Electricity Co., Ltd."" Agree to change the product logo of "" ZF "" brand alum",Gemini_Enhanced,high,2025-06-26T07:46:09.704007,3,general_commodities:1; recent_year:2025,,5
2025-03-13,"Announcement on Approval of Maanshan Weitai Tin Industry Co., Ltd. to Add Registered Brands of Tin Ingots",https://www.shfe.com.cn/publicnotice/notice/202503/t20250313_824752.html,tin,operational_data,other,,,2025-03-13,increased,brand_registration,"Approval of ""Zhenwei"" brand Sn99.90AA grade tin ingots produced by Ma'anshan Weitai Tin Co., Ltd. for tin futures contracts.","Maanshan Weitai Tin Industry Co., Ltd.","Agree to register the ""Zhenwei"" brand Sn99.90AA grade tin ingots produced by Ma'anshan Weitai Tin Co., Ltd. in our institute.",Gemini_Enhanced,high,2025-06-26T07:46:18.658367,3,general_commodities:1; recent_year:2025,,5
2025-03-07,Notice on Adjusting the Handling Fees for Alumina Futures Trading,https://www.shfe.com.cn/publicnotice/notice/202503/t20250307_824724.html,alumina,margin_data,other,0.0015,0.0015,2025-03-11,adjusted_to,,,,"The transaction fee for alumina futures is adjusted to 1.5 per thousand of the transaction amount, and the transaction fee for closing today's position within the day is adjusted to 1.5 per thousand o",Gemini_Enhanced,high,2025-06-26T07:46:32.643849,8,general_commodities:3; trading_operations:1; recent_year:2025,,6
2025-03-07,Notice on Adjusting the Margin Ratio and Price Limits of Alumina Futures Trading,https://www.shfe.com.cn/publicnotice/notice/202503/t20250307_824723.html,alumina,margin_data,margin_adjustment,0.09,0.1,2025-03-11,adjusted_to,,,,"The price limit range of alumina futures contracts was adjusted to 8% , the margin ratio for hedging transactions was adjusted to 9% , and the margin ratio for speculative transactions was adjusted to",Gemini_Enhanced,high,2025-06-26T07:46:40.900758,33,margin_adjustment_primary; general_commodities:3; trading_operations:1; recent_year:2025,,6
2025-03-03,"Announcement on Approval of Zhongtian Steel Group Co., Ltd. to Change the Packaging Standards of Rebar",https://www.shfe.com.cn/publicnotice/notice/202503/t20250303_824676.html,rebar,operational_data,other,,,2025-03-03,adjusted_to,packaging_change,"Zhongtian Steel Group Co., Ltd. is allowed to change the packaging standards of rebar.  New packaging standard can generate standard warehouse receipts. Original packaging standard will stop being use","Zhongtian Steel Group Co., Ltd.","Agree with Zhongtian Steel Group Co., Ltd. to change the rebar packaging standards",Gemini_Enhanced,high,2025-06-26T07:46:55.785427,5,general_commodities:2; recent_year:2025,,6
2025-02-28,Announcement on Expanding the Scope of Qualified Foreign Investors to Participate in Commodity Futures and Options Trading,https://www.shfe.com.cn/publicnotice/notice/202502/t20250228_824655.html,stainless_steel,operational_data,other,,,2025-03-04,increased,contract_modification,Qualified Foreign Investors are now allowed to trade stainless steel futures contracts.,,"newly open the following commodity futures and options contracts:
1. Stainless steel, fuel oil and pulp futures contracts.",Gemini_Enhanced,high,2025-06-26T07:47:20.535182,3,general_commodities:1; recent_year:2025,,6
2025-02-28,Announcement on Expanding the Scope of Qualified Foreign Investors to Participate in Commodity Futures and Options Trading,https://www.shfe.com.cn/publicnotice/notice/202502/t20250228_824655.html,fuel_oil,operational_data,other,,,2025-03-04,increased,contract_modification,Qualified Foreign Investors are now allowed to trade fuel oil futures contracts.,,"newly open the following commodity futures and options contracts:
1. Stainless steel, fuel oil and pulp futures contracts.",Gemini_Enhanced,high,2025-06-26T07:47:20.535224,3,general_commodities:1; recent_year:2025,,6
2025-02-28,Announcement on Expanding the Scope of Qualified Foreign Investors to Participate in Commodity Futures and Options Trading,https://www.shfe.com.cn/publicnotice/notice/202502/t20250228_824655.html,pulp,operational_data,other,,,2025-03-04,increased,contract_modification,Qualified Foreign Investors are now allowed to trade pulp futures contracts.,,"newly open the following commodity futures and options contracts:
1. Stainless steel, fuel oil and pulp futures contracts.",Gemini_Enhanced,high,2025-06-26T07:47:20.535238,3,general_commodities:1; recent_year:2025,,6
2025-02-28,Announcement on Expanding the Scope of Qualified Foreign Investors to Participate in Commodity Futures and Options Trading,https://www.shfe.com.cn/publicnotice/notice/202502/t20250228_824655.html,silver,operational_data,other,,,2025-03-04,increased,contract_modification,Qualified Foreign Investors are now allowed to trade silver options contracts.,,2. Silver and rebar options contracts.,Gemini_Enhanced,high,2025-06-26T07:47:20.535249,3,general_commodities:1; recent_year:2025,,6
2025-02-28,Announcement on Expanding the Scope of Qualified Foreign Investors to Participate in Commodity Futures and Options Trading,https://www.shfe.com.cn/publicnotice/notice/202502/t20250228_824655.html,rebar,operational_data,other,,,2025-03-04,increased,contract_modification,Qualified Foreign Investors are now allowed to trade rebar options contracts.,,2. Silver and rebar options contracts.,Gemini_Enhanced,high,2025-06-26T07:47:20.535260,3,general_commodities:1; recent_year:2025,,6
2025-02-28,Shanghai International Energy Exchange issued an announcement on expanding the scope of qualified foreign investors to participate in commodity futures and options trading,https://www.shfe.com.cn/publicnotice/notice/202502/t20250228_824654.html,SCFIS,operational_data,other,,,2025-03-04,increased,contract_modification,Qualified foreign investors are now allowed to trade SCFIS European Line Futures Contracts.,,the Shanghai International Energy Exchange (hereinafter referred to as SHFE Energy) will expand the range of tradable products for qualified foreign institutional investors and RMB qualified foreign i,Gemini_Enhanced,high,2025-06-26T07:47:28.657494,5,general_commodities:1; official_exchange_announcement; recent_year:2025,,6
2025-02-25,"Announcement on Approval of Registration of ""QL"" Brand Lead Ingots of Guangxi Nandan Southern Metal Co., Ltd.",https://www.shfe.com.cn/publicnotice/notice/202502/t20250225_824595.html,lead,operational_data,warehouse_operations,,,2025-02-25,increased,warehouse_capacity,"Agree to register the “ QL ” brand lead ingots produced by Guangxi Nandan Southern Metal Co., Ltd. in our institute, with a registered production capacity of 100,000 tons and the implementation of the","Guangxi Nandan Southern Metal Co., Ltd.","Agree to register the “ QL ” brand lead ingots produced by Guangxi Nandan Southern Metal Co., Ltd. in our institute, with a registered production capacity of 100,000 tons and the implementation of the",Gemini_Enhanced,high,2025-06-26T07:47:37.767868,3,general_commodities:1; recent_year:2025,,6
2025-02-25,"Announcement on Approval of Registration of ""Humon"" Brand Lead Ingots of Shandong Hengbang Smelting Co., Ltd.",https://www.shfe.com.cn/publicnotice/notice/202502/t20250225_824594.html,lead,operational_data,warehouse_operations,,,2025-02-25,increased,warehouse_capacity,"Agree to register the ""Humon"" brand lead ingots produced by Shandong Hengbang Smelting Co., Ltd. with a registered production capacity of 100,000 tons and the implementation of the standard price.","Shandong Hengbang Smelting Co., Ltd.","Agree to register the ""Humon"" brand lead ingots produced by Shandong Hengbang Smelting Co., Ltd. in our institute, with a registered production capacity of 100,000 tons and the implementation of the s",Gemini_Enhanced,high,2025-06-26T07:47:46.224961,5,general_commodities:2; recent_year:2025,,6
2025-02-19,Shanghai International Energy Exchange issued an announcement on the additional list of market makers for some futures and options products,https://www.shfe.com.cn/publicnotice/notice/202502/t20250219_824561.html,crude oil,operational_data,other,,,2025-02-19,increased,market_maker_addition,"Ruida New Control Capital Management Co., Ltd. added as market maker for crude oil futures.","Ruida New Control Capital Management Co., Ltd.","Crude oil futures market makers: Ruida New Control Capital Management Co., Ltd.",Gemini_Enhanced,high,2025-06-26T07:47:55.807536,5,general_commodities:1; official_exchange_announcement; recent_year:2025,,6
2025-02-19,Shanghai International Energy Exchange issued an announcement on the additional list of market makers for some futures and options products,https://www.shfe.com.cn/publicnotice/notice/202502/t20250219_824561.html,SCFIS,operational_data,other,,,2025-02-19,increased,market_maker_addition,"CITIC CITIC Capital Management Co., Ltd. and Jiangsu Jinying Capital Management Co., Ltd. added as market makers for SCFIS futures.","CITIC CITIC Capital Management Co., Ltd.; Jiangsu Jinying Capital Management Co., Ltd.","Market makers for the futures of the Freight Index (European Line): CITIC CITIC Capital Management Co., Ltd. Jiangsu Jinying Capital Management Co., Ltd.",Gemini_Enhanced,high,2025-06-26T07:47:55.807568,5,general_commodities:1; official_exchange_announcement; recent_year:2025,,6
2025-02-19,Shanghai International Energy Exchange issued an announcement on the additional list of market makers for some futures and options products,https://www.shfe.com.cn/publicnotice/notice/202502/t20250219_824561.html,crude oil,operational_data,other,,,2025-02-19,increased,market_maker_addition,"Dongzheng Runhe Capital Management Co., Ltd. added as market maker for crude oil options.","Dongzheng Runhe Capital Management Co., Ltd.","Crude Oil Options Market Makers: Dongzheng Runhe Capital Management Co., Ltd.",Gemini_Enhanced,high,2025-06-26T07:47:55.807577,5,general_commodities:1; official_exchange_announcement; recent_year:2025,,6
2025-02-19,Announcement on the Supplementary List of Market Makers for Some Futures and Options Products,https://www.shfe.com.cn/publicnotice/notice/202502/t20250219_824552.html,nickel,operational_data,other,,,2025-02-19,increased,market_maker_addition,Added market makers for Nickel futures,"Orient Securities Co., Ltd.; Hongye Capital Management Co., Ltd.; Suzhou Chuangyuan Heying Capital Management Co., Ltd.; Zhejiang Yongan Capital Management Co., Ltd.","Nickel futures market makers:
Orient Securities Co., Ltd.
Hongye Capital Management Co., Ltd.
Suzhou Chuangyuan Heying Capital Management Co., Ltd.
Zhejiang Yongan Capital Management Co., Ltd.",Gemini_Enhanced,high,2025-06-26T07:48:13.208366,3,general_commodities:1; recent_year:2025,,6
2025-02-19,Announcement on the Supplementary List of Market Makers for Some Futures and Options Products,https://www.shfe.com.cn/publicnotice/notice/202502/t20250219_824552.html,tin,operational_data,other,,,2025-02-19,increased,market_maker_addition,Added market makers for Tin futures,"Guangfa Trading Co., Ltd.; Donghai Capital Management Co., Ltd.; Hongyuan Hengli (Shanghai) Industrial Co., Ltd.","Tin futures market makers:
Guangfa Trading Co., Ltd.
Donghai Capital Management Co., Ltd.
Hongyuan Hengli (Shanghai) Industrial Co., Ltd.",Gemini_Enhanced,high,2025-06-26T07:48:13.208540,3,general_commodities:1; recent_year:2025,,6
2025-02-19,Announcement on the Supplementary List of Market Makers for Some Futures and Options Products,https://www.shfe.com.cn/publicnotice/notice/202502/t20250219_824552.html,hot-rolled coil,operational_data,other,,,2025-02-19,increased,market_maker_addition,Added market makers for Hot Rolled Coil futures,"China Merchants Securities Co., Ltd.","Hot Rolled Coil Futures Market Makers:
China Merchants Securities Co., Ltd.",Gemini_Enhanced,high,2025-06-26T07:48:13.208561,3,general_commodities:1; recent_year:2025,,6
2025-02-19,Announcement on the Supplementary List of Market Makers for Some Futures and Options Products,https://www.shfe.com.cn/publicnotice/notice/202502/t20250219_824552.html,gold,operational_data,other,,,2025-02-19,increased,market_maker_addition,Added market makers for Gold futures,"Zhejiang Zheqi Industrial Co., Ltd.","Gold futures market makers:
Zhejiang Zheqi Industrial Co., Ltd.",Gemini_Enhanced,high,2025-06-26T07:48:13.208573,3,general_commodities:1; recent_year:2025,,6
2025-02-19,Announcement on the Supplementary List of Market Makers for Some Futures and Options Products,https://www.shfe.com.cn/publicnotice/notice/202502/t20250219_824552.html,silver,operational_data,other,,,2025-02-19,increased,market_maker_addition,Added market makers for Silver futures,"Ruida New Control Capital Management Co., Ltd.","Silver Futures Market Makers:
Ruida New Control Capital Management Co., Ltd.",Gemini_Enhanced,high,2025-06-26T07:48:13.208584,3,general_commodities:1; recent_year:2025,,6
2025-02-19,Announcement on the Supplementary List of Market Makers for Some Futures and Options Products,https://www.shfe.com.cn/publicnotice/notice/202502/t20250219_824552.html,alumina,operational_data,other,,,2025-02-19,increased,market_maker_addition,Added market makers for Alumina futures,"Jiangsu Jinying Capital Management Co., Ltd.","Alumina futures market makers:
Jiangsu Jinying Capital Management Co., Ltd.",Gemini_Enhanced,high,2025-06-26T07:48:13.208599,3,general_commodities:1; recent_year:2025,,6
2025-02-19,Announcement on the Supplementary List of Market Makers for Some Futures and Options Products,https://www.shfe.com.cn/publicnotice/notice/202502/t20250219_824552.html,natural rubber,operational_data,other,,,2025-02-19,increased,market_maker_addition,Added market makers for Natural rubber futures,"Dongzheng Runhe Capital Management Co., Ltd.","Natural rubber futures market makers:
Dongzheng Runhe Capital Management Co., Ltd.",Gemini_Enhanced,high,2025-06-26T07:48:13.208658,3,general_commodities:1; recent_year:2025,,6
2025-02-19,Announcement on the Supplementary List of Market Makers for Some Futures and Options Products,https://www.shfe.com.cn/publicnotice/notice/202502/t20250219_824552.html,butadiene rubber,operational_data,other,,,2025-02-19,increased,market_maker_addition,Added market makers for Butadiene rubber futures,"Guoyuan Investment Management (Shanghai) Co., Ltd.","Butadiene rubber futures market makers:
Guoyuan Investment Management (Shanghai) Co., Ltd.",Gemini_Enhanced,high,2025-06-26T07:48:13.208679,3,general_commodities:1; recent_year:2025,,6
2025-02-19,Announcement on the Supplementary List of Market Makers for Some Futures and Options Products,https://www.shfe.com.cn/publicnotice/notice/202502/t20250219_824552.html,fuel oil,operational_data,other,,,2025-02-19,increased,market_maker_addition,Added market makers for Fuel oil futures,"CITIC International Risk Management Co., Ltd.; Hongye Capital Management Co., Ltd.","Fuel oil futures market makers:
CITIC International Risk Management Co., Ltd.
Hongye Capital Management Co., Ltd.",Gemini_Enhanced,high,2025-06-26T07:48:13.208691,3,general_commodities:1; recent_year:2025,,6
2025-02-19,Announcement on the Supplementary List of Market Makers for Some Futures and Options Products,https://www.shfe.com.cn/publicnotice/notice/202502/t20250219_824552.html,pulp,operational_data,other,,,2025-02-19,increased,market_maker_addition,Added market makers for Pulp futures,"Huatai Great Wall Capital Management Co., Ltd.","Pulp futures market makers:
Huatai Great Wall Capital Management Co., Ltd.",Gemini_Enhanced,high,2025-06-26T07:48:13.208702,3,general_commodities:1; recent_year:2025,,6
2025-02-18,"Announcement on the approval of Shanxi Jianbang Group Co., Ltd.'s ""JB"" brand rebar registration in our institute",https://www.shfe.com.cn/publicnotice/notice/202502/t20250218_824550.html,rebar,operational_data,other,,,2025-02-18,increased,brand_registration,"Shanxi Jianbang Group Co., Ltd.'s ""JB"" brand rebar has been approved for registration and can be used for delivery of rebar futures contracts.","Shanxi Jianbang Group Co., Ltd.; Shanxi Tongcai Industry and Trade Co., Ltd.","Agree to the registration of “ JB ” brand rebar products of Shanxi Jianbang Group Co., Ltd. in our institute.",Gemini_Enhanced,high,2025-06-26T07:48:31.118600,3,general_commodities:1; recent_year:2025,,6
2025-02-12,"Announcement on the Approval of China Aluminum Logistics Group Co., Ltd., China Aluminum Logistics Group Central China International Land Port Co., Ltd., and China Aluminum Logistics Group Zhongzhou Co., Ltd. to Become the Shanghai Futures Exchange Group Delivery Center and Group Delivery Warehouse",https://www.shfe.com.cn/publicnotice/notice/202502/t20250212_824500.html,copper,operational_data,warehouse_operations,,,2025-02-12,increased,warehouse_capacity,"China Aluminum Logistics Group Co., Ltd. approved as group delivery center; China Aluminum Logistics Group Central China International Land Port Co., Ltd. approved as group delivery warehouse with cap","China Aluminum Logistics Group Co., Ltd.; China Aluminum Logistics Group Central China International Land Port Co., Ltd.; Chalco Logistics Group Zhongzhou Co., Ltd.","Agree to allow China Aluminum Logistics Group Central International Land Port Co., Ltd. to become the group delivery warehouse for copper, aluminum and alumina futures.",Gemini_Enhanced,high,2025-06-26T07:48:43.090942,9,general_commodities:2; trading_operations:2; official_exchange_announcement; recent_year:2025,,6
2025-02-12,"Announcement on the Approval of China Aluminum Logistics Group Co., Ltd., China Aluminum Logistics Group Central China International Land Port Co., Ltd., and China Aluminum Logistics Group Zhongzhou Co., Ltd. to Become the Shanghai Futures Exchange Group Delivery Center and Group Delivery Warehouse",https://www.shfe.com.cn/publicnotice/notice/202502/t20250212_824500.html,aluminum,operational_data,warehouse_operations,,,2025-02-12,increased,warehouse_capacity,"China Aluminum Logistics Group Co., Ltd. approved as group delivery center; China Aluminum Logistics Group Central China International Land Port Co., Ltd. approved as group delivery warehouse with cap","China Aluminum Logistics Group Co., Ltd.; China Aluminum Logistics Group Central China International Land Port Co., Ltd.","Agree to allow China Aluminum Logistics Group Central International Land Port Co., Ltd. to become the group delivery warehouse for copper, aluminum and alumina futures.",Gemini_Enhanced,high,2025-06-26T07:48:43.091134,9,general_commodities:2; trading_operations:2; official_exchange_announcement; recent_year:2025,,6
2025-02-12,"Announcement on the Approval of China Aluminum Logistics Group Co., Ltd., China Aluminum Logistics Group Central China International Land Port Co., Ltd., and China Aluminum Logistics Group Zhongzhou Co., Ltd. to Become the Shanghai Futures Exchange Group Delivery Center and Group Delivery Warehouse",https://www.shfe.com.cn/publicnotice/notice/202502/t20250212_824500.html,alumina,operational_data,warehouse_operations,,,2025-02-12,increased,warehouse_capacity,"China Aluminum Logistics Group Co., Ltd. approved as group delivery center; China Aluminum Logistics Group Central China International Land Port Co., Ltd. approved as group delivery warehouse with cap","China Aluminum Logistics Group Co., Ltd.; China Aluminum Logistics Group Central China International Land Port Co., Ltd.","Agree to allow China Aluminum Logistics Group Central International Land Port Co., Ltd. to become the group delivery warehouse for copper, aluminum and alumina futures.",Gemini_Enhanced,high,2025-06-26T07:48:43.091153,9,general_commodities:2; trading_operations:2; official_exchange_announcement; recent_year:2025,,6
2025-01-27,"Announcement on the approval of Chongqing Iron and Steel Co., Ltd.'s ""Sanfeng"" brand hot-rolled coil registration in our institute",https://www.shfe.com.cn/publicnotice/notice/202501/t20250127_824443.html,hot_rolled_coil,operational_data,other,,,2025-01-27,increased,brand_registration,"Chongqing Iron and Steel Co., Ltd.'s ""Sanfeng"" brand hot-rolled coil products are now registered and approved for delivery of hot-rolled coil futures contracts.","Chongqing Iron and Steel Co., Ltd.","From the date of this announcement, the above-mentioned products can be used for the performance and delivery of our hot-rolled coil futures contracts.",Gemini_Enhanced,high,2025-06-26T07:48:51.314043,3,general_commodities:1; recent_year:2025,,6
2025-01-27,Shanghai International Energy Exchange Releases Announcement on the Shanghai International Energy Exchange Settlement Rules (Revised Version) and Other Business Rules,https://www.shfe.com.cn/publicnotice/notice/202501/t20250127_824433.html,,operational_data,other,,,2025-01-27,adjusted_to,rule_change,The Shanghai International Energy Exchange Settlement Rules and the Shanghai International Energy Exchange Violation Handling Implementation Rules have been revised and will be implemented.,,"The ""Shanghai International Energy Exchange Settlement Rules (Revised Version)"" and the ""Shanghai International Energy Exchange Violation Handling Implementation Rules (Revised Version)"" have been rev",Gemini_Enhanced,high,2025-06-26T07:48:59.789207,3,official_exchange_announcement; recent_year:2025,,6
2025-01-24,"Announcement on the approval of the registration of ""Yaxin Longshun"" brand rebar of Inner Mongolia Yaxin Longshun Special Steel Co., Ltd. in our institute",https://www.shfe.com.cn/publicnotice/notice/202501/t20250124_824427.html,rebar,operational_data,other,,,2025-01-24,increased,brand_registration,"The ""Yaxin Longshun"" brand rebar of Inner Mongolia Yaxin Longshun Special Steel Co., Ltd. has been approved for registration and can be used for the performance and delivery of rebar futures contracts","Inner Mongolia Yaxin Longshun Special Steel Co., Ltd.","We agree to register the "" Yaxin Longshun "" brand rebar products of Inner Mongolia Yaxin Longshun Special Steel Co., Ltd. in our institute .",Gemini_Enhanced,high,2025-06-26T07:49:14.436252,5,general_commodities:2; recent_year:2025,,7
2025-01-22,Shanghai International Energy Exchange issued a notice on the work arrangements during the 2025 Spring Festival,https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824395.html,international_copper,margin_data,margin_adjustment,0.11,0.12,2025-01-24,adjusted_to,,,,"The price limit of international copper futures contracts was adjusted to 10% , the margin ratio for hedging transactions was adjusted to 11% , and the margin ratio for speculative transactions was ad",Gemini_Enhanced,high,2025-06-26T07:49:29.157966,3,official_exchange_announcement; recent_year:2025,,7
2025-01-22,Shanghai International Energy Exchange issued a notice on the work arrangements during the 2025 Spring Festival,https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824395.html,crude_oil,margin_data,margin_adjustment,0.11,0.12,2025-01-24,adjusted_to,,,,"The price limits for crude oil and low-sulfur fuel oil futures contracts are adjusted to 10% , the margin ratio for hedging transactions is adjusted to 11% , and the margin ratio for speculative trans",Gemini_Enhanced,high,2025-06-26T07:49:29.157986,3,official_exchange_announcement; recent_year:2025,,7
2025-01-22,Shanghai International Energy Exchange issued a notice on the work arrangements during the 2025 Spring Festival,https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824395.html,low_sulfur_fuel_oil,margin_data,margin_adjustment,0.11,0.12,2025-01-24,adjusted_to,,,,"The price limits for crude oil and low-sulfur fuel oil futures contracts are adjusted to 10% , the margin ratio for hedging transactions is adjusted to 11% , and the margin ratio for speculative trans",Gemini_Enhanced,high,2025-06-26T07:49:29.157994,3,official_exchange_announcement; recent_year:2025,,7
2025-01-22,Shanghai International Energy Exchange issued a notice on the work arrangements during the 2025 Spring Festival,https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824395.html,no20_rubber,margin_data,margin_adjustment,0.1,0.11,2025-01-24,adjusted_to,,,,"The price limit of No. 20 rubber futures contract is adjusted to 9% , the margin ratio of hedging transactions is adjusted to 10% , and the margin ratio of speculative transactions is adjusted to 11% ",Gemini_Enhanced,high,2025-06-26T07:49:29.158001,3,official_exchange_announcement; recent_year:2025,,7
2025-01-22,Shanghai International Energy Exchange issued a notice on the work arrangements during the 2025 Spring Festival,https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824395.html,international_copper,margin_data,margin_adjustment,0,0,2025-02-05,restored_to_original,,,,The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Gemini_Enhanced,high,2025-06-26T07:49:29.158009,3,official_exchange_announcement; recent_year:2025,,7
2025-01-22,Shanghai International Energy Exchange issued a notice on the work arrangements during the 2025 Spring Festival,https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824395.html,crude_oil,margin_data,margin_adjustment,0,0,2025-02-05,restored_to_original,,,,The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Gemini_Enhanced,high,2025-06-26T07:49:29.158016,3,official_exchange_announcement; recent_year:2025,,7
2025-01-22,Shanghai International Energy Exchange issued a notice on the work arrangements during the 2025 Spring Festival,https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824395.html,low_sulfur_fuel_oil,margin_data,margin_adjustment,0,0,2025-02-05,restored_to_original,,,,The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Gemini_Enhanced,high,2025-06-26T07:49:29.158023,3,official_exchange_announcement; recent_year:2025,,7
